pair_id,split,priority,worst_severity,report,summary,total_headcount,entry_count,state,district,zone,all_pass,chk_priority,chk_zone,chk_district,chk_headcount,chk_entry_count,chk_hazard,chk_location,is_drifted,num_drift,entity_drift,priority_mismatch,is_verified
SLM-001069,train,ELEVATED,MEDIUM,"INCIDENT LOG | Tamil Nadu / Madurai / ZONE-1 | 5 entries
[09-02-2026 07:56] ERSS-032536 | Flooding reported (Incident reported) near the government hospital in Madurai, Tamil Nadu. 2 individuals affected, minor injuries reported. Please dispatch water pump.
[11-02-2026 07:46] ERSS-044586 | Flooding reported (Incident reported) near the industrial area in Madurai, Tamil Nadu. 14 individuals affected, no further details available. Dispatch requested for relief supplies.
[18-02-2026 20:01] ERSS-044524 | Flooding reported (Incident reported) near the industrial area in Madurai, Tamil Nadu. 6 individuals affected, minor injuries reported. Please dispatch life jackets and rescue boat.
[18-02-2026 20:01] ERSS-007999 | Flooding reported (Emergency report received) near the bus stand in Madurai, Tamil Nadu. 4 individuals affected, minor injuries reported. Response team requested:  NDRF flood rescue team.
[18-02-2026 20:29] ERSS-052126 | Flooding reported (Situation update) in the old town area in Madurai, Tamil Nadu. 3 residents affected, minor injuries reported. Response team requested:  relief supplies.","ELEVATED - ZONE-1 Madurai (Tamil Nadu): flooding, 29 affected across 5 reports. Send relief supplies and water pump plus 1 more to government hospital; submit SITREP on arrival. stage nearby, monitor ACCESS.",29,5,Tamil Nadu,Madurai,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001109,train,ROUTINE,LOW,"INCIDENT LOG | Bihar / Darbhanga / ZONE-5 | 7 entries
[12-08-2025 03:02] ERSS-004381 | Flooding reported (Emergency report received) on the national highway in Darbhanga, Bihar. 3 persons affected, no injuries reported. Dispatch requested for water pump and NDRF flood rescue team.
[18-08-2025 20:24] ERSS-004616 | Flooding reported (Emergency report received) in the riverside settlement in Darbhanga, Bihar. 3 residents affected, some injuries reported. Dispatch requested for life jackets.
[20-08-2025 14:45] ERSS-025683 | Flooding reported (Situation update) near the industrial area in Darbhanga, Bihar. 6 residents affected, some injuries reported. Dispatch requested for life jackets.
[20-08-2025 14:48] ERSS-010502 | Flooding reported (Incident reported) at the highway junction in Darbhanga, Bihar. 1 people affected, residents moved to safer ground. Response team requested:  rescue boat and relief supplies.
[26-08-2025 12:37] ERSS-041550 | Waterlogging reported (Situation update) near the government hospital in Darbhanga, Bihar. 1 residents affected, minor injuries reported. Please dispatch sandbags.
[26-08-2025 15:04] ERSS-009064 | Medical emergency reported (Incident reported) near the main bridge in Darbhanga, Bihar. 4 people affected, some injuries reported. Dispatch requested for medical first-aid kit.
[26-08-2025 15:40] ERSS-000791 | Medical emergency reported (Incident reported) near the local market in Darbhanga, Bihar. 6 people affected, minor injuries reported. Dispatch requested for ambulance.","ROUTINE: flooding and medical emergencies, ZONE-5 Darbhanga, Bihar. 7 reports, 24 affected. Send life jackets and water pump plus 1 more to national highway; submit SITREP on arrival. routine watch; CAS count zero.",24,7,Bihar,Darbhanga,ZONE-5,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001120,train,ELEVATED,MEDIUM,"INCIDENT LOG | Kerala / Kottayam / ZONE-3 | 5 entries
[27-01-2026 07:08] ERSS-031088 | Rescue operation required (Incident reported) on the national highway in Kottayam, Kerala. 15 residents affected, minor injuries reported. Dispatch requested for NDRF rescue team.
[27-01-2026 07:23] ERSS-020583 | Flooding reported (Incident reported) near the bus stand in Kottayam, Kerala. 12 residents affected, medical assistance requested. Response team requested:  rescue boat.
[02-02-2026 07:49] ERSS-056640 | Flooding reported (Situation update) at the highway junction in Kottayam, Kerala. 8 individuals affected, some injuries reported. Please dispatch NDRF flood rescue team.
[03-02-2026 02:56] ERSS-042517 | Flooding reported (Incident reported) in a residential colony in Kottayam, Kerala. 7 individuals affected, minor injuries reported. Dispatch requested for relief supplies.
[04-02-2026 11:33] ERSS-020947 | Rescue operation required (Emergency report received) near the bus stand in Kottayam, Kerala. 7 people affected, minor injuries reported. Dispatch requested for ambulance.","ELEVATED: rescue emergencies and flooding, ZONE-3 Kottayam, Kerala. 5 reports, 49 affected. Deploy NDRF rescue team and rescue boat plus 1 more to national highway; IC to confirm ACCESS. STANDBY; update CAS count on change.",49,5,Kerala,Kottayam,ZONE-3,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001125,train,URGENT,HIGH,"INCIDENT LOG | Karnataka / Udupi / ZONE-1 | 5 entries
[12-01-2026 15:06] ERSS-006953 | Flooding reported (Incident reported) at the highway junction in Udupi, Karnataka. 1 people affected, some injuries reported. Please dispatch relief supplies.
[12-01-2026 15:17] ERSS-020579 | Rescue operation required (Emergency report received) near the industrial area in Udupi, Karnataka. 8 individuals affected, some injuries reported. Please dispatch ambulance.
[12-01-2026 15:40] ERSS-017800 | Flooding reported (Incident reported) near the industrial area in Udupi, Karnataka. 23 individuals affected, multiple injuries reported. Response team requested:  life jackets.
[12-01-2026 15:46] ERSS-053183 | Rescue operation required (Emergency report received) near the industrial area in Udupi, Karnataka. 10 people affected, casualties reported. Dispatch requested for ambulance.
[12-01-2026 15:48] ERSS-050419 | Road blockage reported (Emergency report received) at the railway crossing in Udupi, Karnataka. 6 residents affected, residents moved to safer ground. Response team requested:  earthmover (JCB).","URGENT - ZONE-1 Udupi (Karnataka): flooding and rescue emergencies plus 1 more, 48 affected across 5 reports. Deploy ambulance and relief supplies plus 1 more to highway junction; IC to confirm ACCESS. deploy now; begin TRIAGE on arrival; notify SDRF.",48,5,Karnataka,Udupi,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001192,validation,ROUTINE,LOW,"INCIDENT LOG | Kerala / Thrissur / ZONE-4 | 5 entries
[08-12-2025 02:42] ERSS-045212 | Waterlogging reported (Situation update) in the low-lying area in Thrissur, Kerala. 4 residents affected, medical assistance requested. Response team requested:  road clearance team and water pump.
[14-12-2025 09:26] ERSS-012070 | Flooding reported (Emergency report received) in the low-lying area in Thrissur, Kerala. 2 people affected, multiple injuries reported. Response team requested:  water pump.
[15-12-2025 10:22] ERSS-007912 | Medical emergency reported (Incident reported) in the hilly terrain in Thrissur, Kerala. 1 people affected, situation being monitored. Please dispatch emergency medical team.
[18-12-2025 05:16] ERSS-021754 | Medical emergency reported (Emergency report received) in a residential colony in Thrissur, Kerala. 1 residents affected, no further details available. Dispatch requested for emergency medical team and ambulance.
[21-12-2025 22:58] ERSS-011410 | Flooding reported (Situation update) near the village school in Thrissur, Kerala. 6 people affected, no injuries reported. Dispatch requested for NDRF flood rescue team.","ROUTINE: ZONE-4 Thrissur, Kerala -- flooding and medical emergencies. 5 reports, 14 affected. Deploy water pump and emergency medical team plus 1 more to low-lying area; IC to confirm ACCESS. monitor only; IC on STANDBY.",14,5,Kerala,Thrissur,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001301,train,ELEVATED,MEDIUM,"INCIDENT LOG | Karnataka / Kodagu / ZONE-1 | 5 entries
[14-10-2025 13:48] ERSS-015261 | Flooding reported (Emergency report received) near the government hospital in Kodagu, Karnataka. 12 individuals affected, some injuries reported. Please dispatch relief supplies.
[21-10-2025 18:37] ERSS-004444 | Waterlogging reported (Incident reported) at the railway crossing in Kodagu, Karnataka. 11 individuals affected, minor injuries reported. Please dispatch road clearance team and drainage team.
[21-10-2025 18:46] ERSS-000899 | Flooding reported (Emergency report received) in a residential colony in Kodagu, Karnataka. 3 individuals affected, medical assistance requested. Dispatch requested for rescue boat.
[28-10-2025 19:14] ERSS-031306 | Rescue operation required (Incident reported) near the industrial area in Kodagu, Karnataka. 12 people affected, situation being monitored. Response team requested:  rescue rope and ladder.
[28-10-2025 19:27] ERSS-058432 | Flooding reported (Incident reported) in the low-lying area in Kodagu, Karnataka. 10 residents affected, residents moved to safer ground. Please dispatch rescue boat and water pump.","ELEVATED: flooding and rescue emergencies, ZONE-1 Kodagu, Karnataka. 5 reports, 48 affected. Send rescue boat and relief supplies plus 1 more to government hospital; submit SITREP on arrival. stage nearby, monitor ACCESS.",48,5,Karnataka,Kodagu,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001395,validation,ROUTINE,LOW,"INCIDENT LOG | West Bengal / Kolkata / ZONE-3 | 5 entries
[12-01-2026 13:15] ERSS-041457 | Rescue operation required (Incident reported) in the riverside settlement in Kolkata, West Bengal. 3 residents affected, medical assistance requested. Dispatch requested for NDRF rescue team and rescue rope and ladder.
[15-01-2026 20:28] ERSS-020071 | Rescue operation required (Incident reported) near the industrial area in Kolkata, West Bengal. 6 persons affected, no injuries reported. Dispatch requested for NDRF rescue team.
[19-01-2026 18:20] ERSS-051141 | Rescue operation required (Situation update) in a residential colony in Kolkata, West Bengal. 4 individuals affected, minor injuries reported. Dispatch requested for NDRF rescue team.
[20-01-2026 00:10] ERSS-017186 | Medical emergency reported (Emergency report received) in the hilly terrain in Kolkata, West Bengal. 1 people affected, some injuries reported. Please dispatch paramedic team and emergency medical team.
[22-01-2026 15:56] ERSS-042738 | Flooding reported (Incident reported) in a residential colony in Kolkata, West Bengal. 5 people affected, minor injuries reported. Dispatch requested for rescue boat.","ROUTINE: rescue emergencies and medical emergencies plus 1 more, ZONE-3 Kolkata, West Bengal. 5 reports, 19 affected. NDRF rescue team and rescue rope and ladder plus 1 more to riverside settlement; STAGING at nearest safe point. routine watch; CAS count zero.",19,5,West Bengal,Kolkata,ZONE-3,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001406,test,ELEVATED,MEDIUM,"INCIDENT LOG | Assam / Guwahati / ZONE-1 | 8 entries
[03-04-2025 05:22] ERSS-052719 | Flooding reported (Incident reported) in a residential colony in Guwahati, Assam. 3 people affected, no further details available. Dispatch requested for NDRF flood rescue team and water pump.
[03-04-2025 05:23] ERSS-057689 | Rescue operation required (Emergency report received) near the local market in Guwahati, Assam. 2 people affected, no injuries reported. Dispatch requested for fire and rescue unit and ambulance.
[03-04-2025 05:39] ERSS-041619 | Flooding reported (Situation update) near the bus stand in Guwahati, Assam. 3 individuals affected, residents moved to safer ground. Dispatch requested for water pump and life jackets.
[03-04-2025 05:59] ERSS-013293 | Waterlogging reported (Situation update) in the low-lying area in Guwahati, Assam. 10 people affected, evacuation assistance requested. Dispatch requested for water pump.
[12-04-2025 01:33] ERSS-018313 | Rescue operation required (Situation update) near the bus stand in Guwahati, Assam. 4 persons affected, medical assistance requested. Please dispatch rescue rope and ladder.
[12-04-2025 07:50] ERSS-022541 | Rescue operation required (Incident reported) at the railway crossing in Guwahati, Assam. 3 people affected, residents moved to safer ground. Response team requested:  rescue rope and ladder and fire and rescue unit.
[12-04-2025 07:53] ERSS-050316 | Rescue operation required (Situation update) near the industrial area in Guwahati, Assam. 12 persons affected, minor injuries reported. Response team requested:  NDRF rescue team.
[18-04-2025 02:56] ERSS-058806 | Medical emergency reported (Incident reported) in a residential colony in Guwahati, Assam. 2 people affected, medical assistance requested. Please dispatch ambulance.","ELEVATED: ZONE-1 Guwahati, Assam -- flooding and rescue emergencies plus 1 more. 8 reports, 39 affected. water pump and fire and rescue unit plus 1 more to residential colony; STAGING at nearest safe point. stage nearby, monitor ACCESS.",39,8,Assam,Guwahati,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001416,train,ROUTINE,LOW,"INCIDENT LOG | Gujarat / Surat / ZONE-3 | 7 entries
[06-02-2025 20:39] ERSS-007649 | Flooding reported (Situation update) in a residential colony in Surat, Gujarat. 2 individuals affected, no further details available. Dispatch requested for water pump.
[11-02-2025 12:28] ERSS-027308 | Waterlogging reported (Emergency report received) in the old town area in Surat, Gujarat. 2 residents affected, evacuation assistance requested. Response team requested:  water pump and drainage team.
[17-02-2025 23:10] ERSS-032758 | Flooding reported (Incident reported) in the low-lying area in Surat, Gujarat. 2 people affected, residents moved to safer ground. Response team requested:  rescue boat.
[17-02-2025 23:33] ERSS-045624 | Rescue operation required (Incident reported) close to the river bank in Surat, Gujarat. 3 residents affected, no injuries reported. Please dispatch NDRF rescue team.
[17-02-2025 23:53] ERSS-013899 | Flooding reported (Incident reported) at the highway junction in Surat, Gujarat. 1 residents affected, minor injuries reported. Please dispatch rescue boat.
[19-02-2025 17:50] ERSS-036810 | Waterlogging reported (Situation update) close to the river bank in Surat, Gujarat. 4 individuals affected, no injuries reported. Dispatch requested for road clearance team.
[21-02-2025 20:30] ERSS-003103 | Rescue operation required (Incident reported) near the government hospital in Surat, Gujarat. 6 persons affected, minor injuries reported. Please dispatch fire and rescue unit.","ROUTINE: ZONE-3 Surat, Gujarat -- flooding and rescue emergencies. 7 reports, 20 affected. Dispatch water pump and rescue boat plus 1 more via ACCESS route to residential colony. routine watch; CAS count zero.",20,7,Gujarat,Surat,ZONE-3,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001497,train,ELEVATED,MEDIUM,"INCIDENT LOG | Odisha / Balasore / ZONE-2 | 5 entries
[24-06-2025 13:23] ERSS-029951 | Flooding reported (Incident reported) near the local market in Balasore, Odisha. 13 residents affected, minor injuries reported. Please dispatch rescue boat.
[24-06-2025 13:46] ERSS-031752 | Flooding reported (Situation update) at the railway crossing in Balasore, Odisha. 10 residents affected, no further details available. Dispatch requested for rescue boat.
[30-06-2025 09:00] ERSS-031935 | Rescue operation required (Situation update) in the riverside settlement in Balasore, Odisha. 2 individuals affected, minor injuries reported. Please dispatch NDRF rescue team.
[01-07-2025 15:27] ERSS-029993 | Flooding reported (Incident reported) in a residential colony in Balasore, Odisha. 3 individuals affected, medical assistance requested. Please dispatch relief supplies.
[06-07-2025 11:14] ERSS-024787 | Road blockage reported (Incident reported) in the hilly terrain in Balasore, Odisha. 2 people affected, situation being monitored. Dispatch requested for earthmover (JCB).","ELEVATED: flooding and rescue emergencies plus 1 more, ZONE-2 Balasore, Odisha. 5 reports, 30 affected. Dispatch rescue boat and NDRF rescue team plus 1 more via ACCESS route to local market. pre-position at STAGING area; SITREP every 30 min.",30,5,Odisha,Balasore,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001647,train,URGENT,HIGH,"INCIDENT LOG | Assam / Dibrugarh / ZONE-1 | 5 entries
[17-05-2025 10:13] ERSS-048265 | Waterlogging reported (Situation update) near the local market in Dibrugarh, Assam. 3 persons affected, minor injuries reported. Response team requested:  drainage team.
[17-05-2025 10:33] ERSS-001406 | Flooding reported (Situation update) in the old town area in Dibrugarh, Assam. 11 persons affected, multiple injuries reported. Please dispatch rescue boat and NDRF flood rescue team.
[17-05-2025 10:34] ERSS-026071 | Flooding reported (Situation update) close to the river bank in Dibrugarh, Assam. 12 people affected, multiple injuries reported. Dispatch requested for rescue boat and water pump.
[17-05-2025 10:49] ERSS-006046 | Rescue operation required (Emergency report received) near the local market in Dibrugarh, Assam. 5 persons affected, no injuries reported. Please dispatch fire and rescue unit.
[17-05-2025 10:58] ERSS-021190 | Flooding reported (Incident reported) on the national highway in Dibrugarh, Assam. 18 people affected, multiple injuries reported. Dispatch requested for rescue boat.","URGENT: flooding and rescue emergencies, ZONE-1 Dibrugarh, Assam. 5 reports, 49 affected. Deploy rescue boat and drainage team plus 1 more to local market; IC to confirm ACCESS. commit teams; TRIAGE + CAS tracking; IC to verify ACCESS route.",49,5,Assam,Dibrugarh,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001652,train,ROUTINE,LOW,"INCIDENT LOG | Uttar Pradesh / Kanpur / ZONE-4 | 5 entries
[21-01-2025 20:16] ERSS-034748 | Waterlogging reported (Situation update) in the riverside settlement in Kanpur, Uttar Pradesh. 2 persons affected, no injuries reported. Dispatch requested for water pump and road clearance team.
[22-01-2025 15:08] ERSS-040510 | Rescue operation required (Situation update) near the local market in Kanpur, Uttar Pradesh. 2 persons affected, some injuries reported. Please dispatch fire and rescue unit.
[23-01-2025 16:58] ERSS-024295 | Road blockage reported (Incident reported) on the national highway in Kanpur, Uttar Pradesh. 1 people affected, minor injuries reported. Please dispatch tow truck.
[01-02-2025 19:07] ERSS-032861 | Flooding reported (Situation update) close to the river bank in Kanpur, Uttar Pradesh. 3 persons affected, no injuries reported. Dispatch requested for relief supplies.
[03-02-2025 07:11] ERSS-008272 | Medical emergency reported (Situation update) in the riverside settlement in Kanpur, Uttar Pradesh. 3 persons affected, some injuries reported. Response team requested:  paramedic team.","ROUTINE - ZONE-4 Kanpur (Uttar Pradesh): flooding and rescue emergencies plus 2 more, 11 affected across 5 reports. Dispatch water pump and road clearance team plus 1 more via ACCESS route to riverside settlement. routine watch; CAS count zero.",11,5,Uttar Pradesh,Kanpur,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001659,train,ROUTINE,LOW,"INCIDENT LOG | Gujarat / Bharuch / ZONE-1 | 5 entries
[28-10-2025 20:22] ERSS-036963 | Flooding reported (Incident reported) on the national highway in Bharuch, Gujarat. 2 individuals affected, situation being monitored. Please dispatch NDRF flood rescue team.
[08-11-2025 07:08] ERSS-059703 | Rescue operation required (Emergency report received) near the government hospital in Bharuch, Gujarat. 3 persons affected, no injuries reported. Dispatch requested for rescue rope and ladder.
[11-11-2025 09:10] ERSS-037496 | Rescue operation required (Situation update) on the national highway in Bharuch, Gujarat. 1 residents affected, no injuries reported. Please dispatch rescue rope and ladder.
[11-11-2025 09:31] ERSS-032616 | Waterlogging reported (Emergency report received) in the old town area in Bharuch, Gujarat. 2 people affected, no injuries reported. Response team requested:  water pump.
[11-11-2025 09:34] ERSS-019544 | Rescue operation required (Emergency report received) at the railway crossing in Bharuch, Gujarat. 2 individuals affected, no further details available. Please dispatch fire and rescue unit and ambulance.","ROUTINE - ZONE-1 Bharuch (Gujarat): flooding and rescue emergencies, 10 affected across 5 reports. Dispatch rescue rope and ladder and NDRF flood rescue team plus 1 more via ACCESS route to national highway. monitor only; IC on STANDBY.",10,5,Gujarat,Bharuch,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001761,train,ELEVATED,MEDIUM,"INCIDENT LOG | Tamil Nadu / Tiruppur / ZONE-2 | 5 entries
[29-12-2025 08:09] ERSS-058458 | Road blockage reported (Situation update) near the main bridge in Tiruppur, Tamil Nadu. 7 residents affected, no further details available. Response team requested:  traffic police team and tow truck.
[30-12-2025 12:02] ERSS-014385 | Medical emergency reported (Situation update) on the national highway in Tiruppur, Tamil Nadu. 10 people affected, minor injuries reported. Response team requested:  ambulance and paramedic team.
[04-01-2026 19:42] ERSS-044193 | Rescue operation required (Situation update) at the highway junction in Tiruppur, Tamil Nadu. 4 residents affected, minor injuries reported. Response team requested:  fire and rescue unit.
[04-01-2026 19:58] ERSS-009972 | Rescue operation required (Incident reported) in the low-lying area in Tiruppur, Tamil Nadu. 11 people affected, casualties reported. Dispatch requested for NDRF rescue team and ambulance.
[09-01-2026 23:06] ERSS-031236 | Medical emergency reported (Incident reported) in the low-lying area in Tiruppur, Tamil Nadu. 10 residents affected, multiple injuries reported. Dispatch requested for medical first-aid kit and paramedic team.","ELEVATED - ZONE-2 Tiruppur (Tamil Nadu): road blockages and medical emergencies plus 1 more, 42 affected across 5 reports. Dispatch ambulance and paramedic team plus 1 more via ACCESS route to main bridge. stage nearby, monitor ACCESS.",42,5,Tamil Nadu,Tiruppur,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001865,train,ELEVATED,MEDIUM,"INCIDENT LOG | West Bengal / Howrah / ZONE-4 | 6 entries
[27-04-2025 11:47] ERSS-035403 | Medical emergency reported (Incident reported) in the old town area in Howrah, West Bengal. 7 persons affected, no injuries reported. Dispatch requested for medical first-aid kit.
[01-05-2025 08:18] ERSS-051201 | Flooding reported (Incident reported) on the national highway in Howrah, West Bengal. 11 persons affected, situation being monitored. Dispatch requested for rescue boat.
[01-05-2025 08:49] ERSS-007528 | Medical emergency reported (Emergency report received) in the old town area in Howrah, West Bengal. 10 individuals affected, no injuries reported. Dispatch requested for ambulance.
[06-05-2025 21:17] ERSS-049770 | Rescue operation required (Emergency report received) in the low-lying area in Howrah, West Bengal. 9 individuals affected, situation being monitored. Please dispatch rescue rope and ladder.
[09-05-2025 08:14] ERSS-009934 | Flooding reported (Emergency report received) on the national highway in Howrah, West Bengal. 6 residents affected, minor injuries reported. Dispatch requested for relief supplies.
[11-05-2025 10:46] ERSS-044690 | Flooding reported (Incident reported) near the local market in Howrah, West Bengal. 3 persons affected, no further details available. Dispatch requested for rescue boat.","ELEVATED. medical emergencies and flooding plus 1 more in ZONE-4 Howrah, West Bengal; 46 affected, 6 reports. Dispatch rescue boat and medical first-aid kit plus 1 more via ACCESS route to old town area. stage nearby, monitor ACCESS.",46,6,West Bengal,Howrah,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001882,test,ROUTINE,LOW,"INCIDENT LOG | Gujarat / Surat / ZONE-3 | 5 entries
[11-04-2025 01:24] ERSS-007021 | Flooding reported (Emergency report received) in the hilly terrain in Surat, Gujarat. 2 residents affected, no injuries reported. Please dispatch relief supplies and NDRF flood rescue team.
[14-04-2025 13:19] ERSS-008552 | Road blockage reported (Emergency report received) near the bus stand in Surat, Gujarat. 6 residents affected, no injuries reported. Please dispatch road clearance crew.
[15-04-2025 12:19] ERSS-032357 | Rescue operation required (Emergency report received) close to the river bank in Surat, Gujarat. 2 residents affected, residents moved to safer ground. Response team requested:  NDRF rescue team.
[15-04-2025 12:45] ERSS-059904 | Rescue operation required (Situation update) in a residential colony in Surat, Gujarat. 6 persons affected, minor injuries reported. Dispatch requested for NDRF rescue team.
[23-04-2025 11:00] ERSS-026624 | Medical emergency reported (Situation update) close to the river bank in Surat, Gujarat. 3 residents affected, evacuation assistance requested. Please dispatch paramedic team.","ROUTINE - ZONE-3 Surat (Gujarat): flooding and road blockages plus 2 more, 19 affected across 5 reports. Deploy NDRF rescue team and relief supplies plus 1 more to hilly terrain; IC to confirm ACCESS. monitor only; IC on STANDBY.",19,5,Gujarat,Surat,ZONE-3,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-001979,train,ROUTINE,LOW,"INCIDENT LOG | Karnataka / Udupi / ZONE-1 | 5 entries
[26-04-2025 06:54] ERSS-046892 | Flooding reported (Emergency report received) at the highway junction in Udupi, Karnataka. 1 individuals affected, minor injuries reported. Dispatch requested for life jackets and relief supplies.
[27-04-2025 17:26] ERSS-049729 | Flooding reported (Situation update) near the village school in Udupi, Karnataka. 2 residents affected, no injuries reported. Please dispatch NDRF flood rescue team.
[30-04-2025 20:16] ERSS-016320 | Medical emergency reported (Incident reported) near the village school in Udupi, Karnataka. 4 individuals affected, minor injuries reported. Please dispatch emergency medical team.
[09-05-2025 22:47] ERSS-057223 | Flooding reported (Situation update) at the railway crossing in Udupi, Karnataka. 4 residents affected, situation being monitored. Response team requested:  life jackets and relief supplies.
[10-05-2025 05:12] ERSS-058164 | Flooding reported (Situation update) in the old town area in Udupi, Karnataka. 5 individuals affected, minor injuries reported. Dispatch requested for NDRF flood rescue team and rescue boat.","ROUTINE. flooding and medical emergencies in ZONE-1 Udupi, Karnataka; 16 affected, 5 reports. life jackets and relief supplies plus 1 more to highway junction; STAGING at nearest safe point. monitor only; IC on STANDBY.",16,5,Karnataka,Udupi,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002184,train,ROUTINE,LOW,"INCIDENT LOG | West Bengal / Kolkata / ZONE-5 | 5 entries
[05-07-2025 20:05] ERSS-001938 | Medical emergency reported (Situation update) near the industrial area in Kolkata, West Bengal. 6 individuals affected, minor injuries reported. Dispatch requested for medical first-aid kit.
[05-07-2025 20:34] ERSS-003310 | Flooding reported (Emergency report received) near the government hospital in Kolkata, West Bengal. 6 persons affected, no injuries reported. Response team requested:  water pump.
[11-07-2025 14:58] ERSS-011247 | Flooding reported (Incident reported) at the railway crossing in Kolkata, West Bengal. 1 residents affected, residents moved to safer ground. Response team requested:  rescue boat.
[17-07-2025 18:21] ERSS-009232 | Flooding reported (Emergency report received) in the old town area in Kolkata, West Bengal. 2 individuals affected, no injuries reported. Dispatch requested for NDRF flood rescue team and relief supplies.
[20-07-2025 19:58] ERSS-051318 | Road blockage reported (Emergency report received) at the highway junction in Kolkata, West Bengal. 4 individuals affected, minor injuries reported. Response team requested:  road clearance crew.","ROUTINE: medical emergencies and flooding plus 1 more, ZONE-5 Kolkata, West Bengal. 5 reports, 19 affected. Send medical first-aid kit and water pump plus 1 more to industrial area; submit SITREP on arrival. routine watch; CAS count zero.",19,5,West Bengal,Kolkata,ZONE-5,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002302,test,ROUTINE,LOW,"INCIDENT LOG | Karnataka / Udupi / ZONE-5 | 6 entries
[20-06-2025 12:11] ERSS-027313 | Flooding reported (Emergency report received) near the government hospital in Udupi, Karnataka. 3 people affected, residents moved to safer ground. Dispatch requested for NDRF flood rescue team.
[21-06-2025 07:04] ERSS-029008 | Flooding reported (Incident reported) in a residential colony in Udupi, Karnataka. 1 persons affected, some injuries reported. Please dispatch life jackets.
[24-06-2025 09:50] ERSS-042674 | Medical emergency reported (Incident reported) near the government hospital in Udupi, Karnataka. 5 residents affected, multiple injuries reported. Please dispatch paramedic team.
[24-06-2025 09:53] ERSS-039962 | Rescue operation required (Emergency report received) in the riverside settlement in Udupi, Karnataka. 5 residents affected, situation being monitored. Please dispatch NDRF rescue team and ambulance.
[30-06-2025 12:10] ERSS-019311 | Rescue operation required (Emergency report received) in the low-lying area in Udupi, Karnataka. 2 individuals affected, no injuries reported. Please dispatch ambulance and NDRF rescue team.
[30-06-2025 12:19] ERSS-049939 | Rescue operation required (Incident reported) at the railway crossing in Udupi, Karnataka. 3 people affected, no further details available. Please dispatch rescue rope and ladder and ambulance.","ROUTINE: flooding and medical emergencies plus 1 more, ZONE-5 Udupi, Karnataka. 6 reports, 19 affected. Send ambulance and NDRF rescue team plus 1 more to government hospital; submit SITREP on arrival. monitor only; IC on STANDBY.",19,6,Karnataka,Udupi,ZONE-5,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002335,test,ELEVATED,MEDIUM,"INCIDENT LOG | Assam / Guwahati / ZONE-1 | 5 entries
[12-07-2025 17:13] ERSS-032489 | Rescue operation required (Incident reported) near the bus stand in Guwahati, Assam. 13 people affected, evacuation assistance requested. Dispatch requested for ambulance and fire and rescue unit.
[18-07-2025 10:13] ERSS-010554 | Road blockage reported (Emergency report received) at the highway junction in Guwahati, Assam. 2 residents affected, no further details available. Dispatch requested for earthmover (JCB).
[18-07-2025 10:46] ERSS-009055 | Flooding reported (Situation update) near the local market in Guwahati, Assam. 15 individuals affected, minor injuries reported. Dispatch requested for NDRF flood rescue team.
[19-07-2025 03:52] ERSS-019433 | Rescue operation required (Situation update) near the village school in Guwahati, Assam. 4 residents affected, evacuation assistance requested. Dispatch requested for NDRF rescue team.
[20-07-2025 18:40] ERSS-008649 | Waterlogging reported (Situation update) in a residential colony in Guwahati, Assam. 12 individuals affected, minor injuries reported. Response team requested:  drainage team.","ELEVATED: rescue emergencies and road blockages plus 1 more, ZONE-1 Guwahati, Assam. 5 reports, 46 affected. Deploy ambulance and fire and rescue unit plus 1 more to bus stand; IC to confirm ACCESS. STANDBY; update CAS count on change.",46,5,Assam,Guwahati,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
