post_id,timestamp,platform,text,author_type,post_type,state,district,location_mentioned,language,country,source_type,source_portal,source_url,source_event_id
IND_SOCIAL_00734,2026-02-13 07:57:00,Instagram,Tsunami-related emergency reported near Surat. Evacuation assistance may be required.,Resident,Situation Report,Gujarat,Surat,Surat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8944
IND_SOCIAL_00735,2026-06-02 19:35:00,Instagram,Water has entered houses in Belagavi. Please send rescue teams and boats.,Citizen,Help Request,Karnataka,Belagavi,Belagavi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9125
IND_SOCIAL_00736,2026-01-11 05:21:00,WhatsApp,Residents near Durgapur are reporting a major landslide. Please send emergency teams.,Resident,Help Request,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5331
IND_SOCIAL_00737,2026-03-29 00:50:00,WhatsApp,Rainfall situation is worsening in Kochi. Please send rescue support if required.,Local Reporter,Safety Update,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9724
IND_SOCIAL_00738,2026-01-03 11:49:00,WhatsApp,Fire is spreading near forest areas around Nellore. Please send fire and rescue teams.,Volunteer,Help Request,Andhra Pradesh,Nellore,Nellore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5731
IND_SOCIAL_00739,2026-04-27 08:56:00,Telegram,Lightning incident reported near Jorhat. Please avoid open areas.,Citizen,Distress Call,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6797
IND_SOCIAL_00740,2026-02-16 19:36:00,Instagram,Strong tremors reported in Asansol. Residents are requesting emergency assistance.,Volunteer,Situation Report,West Bengal,Asansol,Asansol,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7408
IND_SOCIAL_00741,2026-02-27 08:41:00,Telegram,A landslide has affected roads near Dibrugarh. Emergency rescue support is required.,Volunteer,Resource Request,Assam,Dibrugarh,Dibrugarh,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9972
IND_SOCIAL_00742,2026-05-06 02:59:00,X,Strong cyclone conditions reported in Chennai. People are requesting emergency shelter.,Local Reporter,Distress Call,Tamil Nadu,Chennai,Chennai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8306
IND_SOCIAL_00743,2026-04-24 02:11:00,Instagram,Strong tremors reported in Cuttack. Residents are requesting emergency assistance.,Resident,Distress Call,Odisha,Cuttack,Cuttack,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2506
IND_SOCIAL_00744,2026-03-10 18:35:00,X,Heavy winds and rain affecting Madurai. Please avoid travelling and stay indoors.,Citizen,Missing Person,Tamil Nadu,Madurai,Madurai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4027
IND_SOCIAL_00745,2026-04-27 14:52:00,Instagram,Continuous heavy rainfall reported in Thrissur. Roads are becoming difficult to use.,Volunteer,Safety Update,Kerala,Thrissur,Thrissur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8429
IND_SOCIAL_00746,2026-05-22 19:13:00,Instagram,Severe lightning reported in Karimnagar. Emergency assistance may be required.,Resident,Distress Call,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2022
IND_SOCIAL_00747,2026-03-22 12:54:00,X,Lightning activity reported around Durgapur. Residents are advised to stay indoors.,Volunteer,Situation Report,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2137
IND_SOCIAL_00748,2026-04-09 18:03:00,Facebook,Smoke and fire spreading near Dibrugarh. Residents may need evacuation support.,Local Reporter,Distress Call,Assam,Dibrugarh,Dibrugarh,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8065
IND_SOCIAL_00749,2026-01-14 14:35:00,WhatsApp,Strong cyclone conditions reported in Kurnool. People are requesting emergency shelter.,Volunteer,Distress Call,Andhra Pradesh,Kurnool,Kurnool,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2153
IND_SOCIAL_00750,2026-04-27 21:40:00,X,Tsunami-related emergency reported near Vadodara. Evacuation assistance may be required.,Local Reporter,Help Request,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1014
IND_SOCIAL_00751,2026-04-05 03:44:00,Facebook,Strong tremors reported in Tirunelveli. Residents are requesting emergency assistance.,Volunteer,Safety Update,Tamil Nadu,Tirunelveli,Tirunelveli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9039
IND_SOCIAL_00752,2026-03-12 07:34:00,X,Forest fire reported near Jorhat. Fire and rescue teams are urgently needed.,Community Group,Help Request,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8898
IND_SOCIAL_00753,2026-04-26 10:26:00,Instagram,Lightning activity reported around Kollam. Residents are advised to stay indoors.,Volunteer,Safety Update,Kerala,Kollam,Kollam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2485
IND_SOCIAL_00754,2026-02-07 07:26:00,X,Lightning incident reported near Sambalpur. Please avoid open areas.,Local Reporter,Situation Report,Odisha,Sambalpur,Sambalpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3893
IND_SOCIAL_00755,2026-06-13 12:41:00,Facebook,Fire is spreading near forest areas around Mumbai. Please send fire and rescue teams.,Volunteer,Resource Request,Maharashtra,Mumbai,Mumbai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2749
IND_SOCIAL_00756,2026-02-05 11:38:00,WhatsApp,Strong cyclone conditions reported in Balasore. People are requesting emergency shelter.,Resident,Help Request,Odisha,Balasore,Balasore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1415
IND_SOCIAL_00757,2026-02-26 08:29:00,WhatsApp,Tsunami-related emergency reported near Surat. Evacuation assistance may be required.,Citizen,Missing Person,Gujarat,Surat,Surat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9186
IND_SOCIAL_00758,2026-05-24 17:51:00,X,Flood situation is getting worse in Nashik. Families need drinking water and food.,Volunteer,Distress Call,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1701
IND_SOCIAL_00759,2026-05-16 05:42:00,Telegram,A landslide has affected roads near Kolkata. Emergency rescue support is required.,Local Reporter,Resource Request,West Bengal,Kolkata,Kolkata,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4817
IND_SOCIAL_00760,2026-02-14 12:17:00,WhatsApp,Continuous heavy rainfall reported in Kochi. Roads are becoming difficult to use.,Citizen,Safety Update,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3138
IND_SOCIAL_00761,2026-06-02 09:42:00,Instagram,Water has entered houses in Erode. Please send rescue teams and boats.,Citizen,Safety Update,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2047
IND_SOCIAL_00762,2026-05-27 18:42:00,Telegram,Tsunami warning situation reported near Kochi. Residents should move to safer areas.,Community Group,Help Request,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4320
IND_SOCIAL_00763,2026-02-28 21:02:00,Instagram,Smoke and fire spreading near Siliguri. Residents may need evacuation support.,Citizen,Resource Request,West Bengal,Siliguri,Siliguri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4493
IND_SOCIAL_00764,2026-05-19 05:47:00,X,Lightning activity reported around Erode. Residents are advised to stay indoors.,Citizen,Situation Report,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7801
IND_SOCIAL_00765,2026-01-25 14:42:00,WhatsApp,Continuous heavy rainfall reported in Mangaluru. Roads are becoming difficult to use.,Resident,Missing Person,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2637
IND_SOCIAL_00766,2026-01-02 15:33:00,X,Continuous heavy rainfall reported in Rajkot. Roads are becoming difficult to use.,Local Reporter,Distress Call,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3939
IND_SOCIAL_00767,2026-02-07 20:43:00,WhatsApp,Buildings have been affected by an earthquake in Thrissur. Rescue teams are needed.,Local Reporter,Resource Request,Kerala,Thrissur,Thrissur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3344
IND_SOCIAL_00768,2026-04-19 21:09:00,Facebook,Forest fire reported near Karimnagar. Fire and rescue teams are urgently needed.,Resident,Missing Person,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3949
IND_SOCIAL_00769,2026-02-05 06:26:00,Instagram,Buildings have been affected by an earthquake in Guwahati. Rescue teams are needed.,Local Reporter,Distress Call,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2925
IND_SOCIAL_00770,2026-05-21 13:37:00,Telegram,Severe lightning reported in Mumbai. Emergency assistance may be required.,Community Group,Help Request,Maharashtra,Mumbai,Mumbai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4409
IND_SOCIAL_00771,2026-04-01 21:40:00,X,Debris is blocking the road in Hyderabad. People are requesting immediate assistance.,Resident,Resource Request,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3888
IND_SOCIAL_00772,2026-02-16 02:18:00,Instagram,Residents near Bengaluru are requesting emergency assistance. Roads are under water.,Volunteer,Help Request,Karnataka,Bengaluru,Bengaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6477
IND_SOCIAL_00773,2026-01-30 02:30:00,X,Water has entered houses in Rajkot. Please send rescue teams and boats.,Citizen,Missing Person,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1476
IND_SOCIAL_00774,2026-03-18 14:55:00,Facebook,Cyclone impact reported around Guwahati. Emergency teams are needed.,Local Reporter,Missing Person,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4256
IND_SOCIAL_00775,2026-05-15 15:16:00,Instagram,Heavy winds and rain affecting Cuttack. Please avoid travelling and stay indoors.,Resident,Distress Call,Odisha,Cuttack,Cuttack,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7759
IND_SOCIAL_00776,2026-01-11 05:24:00,X,Debris is blocking the road in Nellore. People are requesting immediate assistance.,Local Reporter,Missing Person,Andhra Pradesh,Nellore,Nellore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8141
IND_SOCIAL_00777,2026-03-25 15:53:00,Facebook,Tsunami warning situation reported near Mysuru. Residents should move to safer areas.,Local Reporter,Situation Report,Karnataka,Mysuru,Mysuru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4181
IND_SOCIAL_00778,2026-02-21 09:58:00,Instagram,Landslide reported near Puri. Road access is blocked and people need help.,Resident,Distress Call,Odisha,Puri,Puri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3236
IND_SOCIAL_00779,2026-06-11 16:46:00,WhatsApp,Tsunami warning situation reported near Alappuzha. Residents should move to safer areas.,Resident,Situation Report,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5835
IND_SOCIAL_00780,2026-03-17 06:43:00,Telegram,Continuous heavy rainfall reported in Surat. Roads are becoming difficult to use.,Community Group,Help Request,Gujarat,Surat,Surat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9548
IND_SOCIAL_00781,2026-03-20 06:26:00,WhatsApp,Tsunami-related emergency reported near Dibrugarh. Evacuation assistance may be required.,Volunteer,Distress Call,Assam,Dibrugarh,Dibrugarh,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5041
IND_SOCIAL_00782,2026-06-16 16:15:00,Telegram,Smoke and fire spreading near Guntur. Residents may need evacuation support.,Resident,Missing Person,Andhra Pradesh,Guntur,Guntur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1083
IND_SOCIAL_00783,2026-04-08 00:30:00,WhatsApp,Residents near Kolkata are requesting emergency assistance. Roads are under water.,Community Group,Distress Call,West Bengal,Kolkata,Kolkata,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7460
IND_SOCIAL_00784,2026-05-18 10:15:00,WhatsApp,Tsunami-related emergency reported near Guwahati. Evacuation assistance may be required.,Resident,Distress Call,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1203
IND_SOCIAL_00785,2026-01-04 05:35:00,Instagram,Continuous heavy rainfall reported in Howrah. Roads are becoming difficult to use.,Volunteer,Help Request,West Bengal,Howrah,Howrah,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8860
IND_SOCIAL_00786,2026-03-26 18:12:00,Telegram,Coastal residents near Warangal are requesting emergency support.,Community Group,Distress Call,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3271
IND_SOCIAL_00787,2026-03-12 09:33:00,WhatsApp,Lightning activity reported around Howrah. Residents are advised to stay indoors.,Citizen,Resource Request,West Bengal,Howrah,Howrah,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6454
IND_SOCIAL_00788,2026-05-24 17:28:00,WhatsApp,Buildings have been affected by an earthquake in Mumbai. Rescue teams are needed.,Volunteer,Resource Request,Maharashtra,Mumbai,Mumbai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2326
IND_SOCIAL_00789,2026-03-12 01:09:00,Telegram,Vadodara is severely flooded after continuous rainfall. People are trapped and need immediate rescue.,Volunteer,Distress Call,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6989
IND_SOCIAL_00790,2026-05-09 15:38:00,Instagram,Lightning incident reported near Guwahati. Please avoid open areas.,Resident,Resource Request,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2097
IND_SOCIAL_00791,2026-04-29 11:41:00,Instagram,Continuous heavy rainfall reported in Pune. Roads are becoming difficult to use.,Resident,Missing Person,Maharashtra,Pune,Pune,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8839
IND_SOCIAL_00792,2026-02-20 18:51:00,Instagram,Debris is blocking the road in Surat. People are requesting immediate assistance.,Volunteer,Situation Report,Gujarat,Surat,Surat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1892
IND_SOCIAL_00793,2026-06-01 08:24:00,WhatsApp,Lightning incident reported near Kozhikode. Please avoid open areas.,Local Reporter,Missing Person,Kerala,Kozhikode,Kozhikode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3010
IND_SOCIAL_00794,2026-05-28 13:40:00,Telegram,Tsunami-related emergency reported near Silchar. Evacuation assistance may be required.,Volunteer,Resource Request,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2075
IND_SOCIAL_00795,2026-06-24 18:41:00,X,Cyclone impact reported around Nellore. Emergency teams are needed.,Local Reporter,Help Request,Andhra Pradesh,Nellore,Nellore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2260
IND_SOCIAL_00796,2026-06-09 14:54:00,X,Buildings have been affected by an earthquake in Thiruvananthapuram. Rescue teams are needed.,Resident,Safety Update,Kerala,Thiruvananthapuram,Thiruvananthapuram,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4346
IND_SOCIAL_00797,2026-03-05 10:45:00,WhatsApp,Emergency support requested from Mumbai after earthquake tremors.,Community Group,Help Request,Maharashtra,Mumbai,Mumbai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7883
IND_SOCIAL_00798,2026-06-02 07:56:00,Facebook,Buildings have been affected by an earthquake in Guwahati. Rescue teams are needed.,Citizen,Distress Call,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9513
IND_SOCIAL_00799,2026-05-08 04:38:00,Instagram,Lightning incident reported near Balasore. Please avoid open areas.,Local Reporter,Missing Person,Odisha,Balasore,Balasore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9686
IND_SOCIAL_00800,2026-02-01 14:19:00,Instagram,Coastal residents near Nashik are requesting emergency support.,Community Group,Help Request,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5259
IND_SOCIAL_00801,2026-02-22 02:29:00,Instagram,Severe lightning reported in Nellore. Emergency assistance may be required.,Citizen,Help Request,Andhra Pradesh,Nellore,Nellore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8469
IND_SOCIAL_00802,2026-06-03 03:05:00,Telegram,Heavy rain is causing waterlogging in Belagavi. Residents need emergency assistance.,Volunteer,Help Request,Karnataka,Belagavi,Belagavi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3514
IND_SOCIAL_00803,2026-03-22 14:16:00,X,Heavy winds and rain affecting Mysuru. Please avoid travelling and stay indoors.,Volunteer,Missing Person,Karnataka,Mysuru,Mysuru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5266
IND_SOCIAL_00804,2026-06-28 09:02:00,Telegram,Residents near Cuttack are reporting a major landslide. Please send emergency teams.,Citizen,Resource Request,Odisha,Cuttack,Cuttack,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6633
IND_SOCIAL_00805,2026-01-23 10:47:00,Telegram,Coastal residents near Mangaluru are requesting emergency support.,Resident,Missing Person,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1408
IND_SOCIAL_00806,2026-06-26 22:39:00,WhatsApp,Continuous heavy rainfall reported in Durgapur. Roads are becoming difficult to use.,Volunteer,Help Request,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9948
IND_SOCIAL_00807,2026-05-26 21:24:00,WhatsApp,Buildings have been affected by an earthquake in Nagpur. Rescue teams are needed.,Volunteer,Missing Person,Maharashtra,Nagpur,Nagpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8243
IND_SOCIAL_00808,2026-01-22 14:38:00,X,Tsunami-related emergency reported near Bhubaneswar. Evacuation assistance may be required.,Resident,Resource Request,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6047
IND_SOCIAL_00809,2026-01-11 08:26:00,WhatsApp,Residents near Tirunelveli are reporting a major landslide. Please send emergency teams.,Volunteer,Distress Call,Tamil Nadu,Tirunelveli,Tirunelveli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4197
IND_SOCIAL_00810,2026-04-09 08:21:00,Instagram,Landslide reported near Bhavnagar. Road access is blocked and people need help.,Resident,Distress Call,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8298
IND_SOCIAL_00811,2026-06-15 17:03:00,Facebook,Forest fire reported near Kollam. Fire and rescue teams are urgently needed.,Local Reporter,Situation Report,Kerala,Kollam,Kollam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6915
IND_SOCIAL_00812,2026-02-22 03:39:00,Instagram,Forest fire reported near Howrah. Fire and rescue teams are urgently needed.,Local Reporter,Situation Report,West Bengal,Howrah,Howrah,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6651
IND_SOCIAL_00813,2026-06-11 22:52:00,Telegram,Tsunami-related emergency reported near Puri. Evacuation assistance may be required.,Citizen,Help Request,Odisha,Puri,Puri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8278
IND_SOCIAL_00814,2026-01-26 17:46:00,Facebook,Emergency support requested from Durgapur after earthquake tremors.,Local Reporter,Resource Request,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2410
IND_SOCIAL_00815,2026-06-20 05:00:00,WhatsApp,Strong tremors reported in Mysuru. Residents are requesting emergency assistance.,Community Group,Situation Report,Karnataka,Mysuru,Mysuru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7156
IND_SOCIAL_00816,2026-05-10 15:06:00,Instagram,Fire is spreading near forest areas around Kochi. Please send fire and rescue teams.,Local Reporter,Help Request,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3243
IND_SOCIAL_00817,2026-05-31 02:51:00,Instagram,Forest fire reported near Vijayawada. Fire and rescue teams are urgently needed.,Community Group,Safety Update,Andhra Pradesh,Vijayawada,Vijayawada,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5947
IND_SOCIAL_00818,2026-05-25 08:53:00,Telegram,Tsunami warning situation reported near Vadodara. Residents should move to safer areas.,Local Reporter,Help Request,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1040
IND_SOCIAL_00819,2026-03-18 06:35:00,WhatsApp,People in Mangaluru are reporting earthquake damage. Medical assistance may be required.,Citizen,Resource Request,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3938
IND_SOCIAL_00820,2026-04-20 08:35:00,X,Dibrugarh is severely flooded after continuous rainfall. People are trapped and need immediate rescue.,Volunteer,Safety Update,Assam,Dibrugarh,Dibrugarh,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6927
IND_SOCIAL_00821,2026-03-10 06:32:00,Instagram,Forest fire reported near Rajkot. Fire and rescue teams are urgently needed.,Local Reporter,Resource Request,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9397
IND_SOCIAL_00822,2026-02-28 12:42:00,Facebook,Buildings have been affected by an earthquake in Ahmedabad. Rescue teams are needed.,Community Group,Distress Call,Gujarat,Ahmedabad,Ahmedabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8553
IND_SOCIAL_00823,2026-04-27 03:48:00,X,Several areas around Mangaluru are affected by heavy rain.,Volunteer,Situation Report,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6832
IND_SOCIAL_00824,2026-05-20 20:38:00,Telegram,Buildings have been affected by an earthquake in Tiruchirappalli. Rescue teams are needed.,Citizen,Missing Person,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4002
IND_SOCIAL_00825,2026-02-19 18:01:00,Telegram,Rainfall situation is worsening in Kollam. Please send rescue support if required.,Volunteer,Situation Report,Kerala,Kollam,Kollam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6939
IND_SOCIAL_00826,2026-02-21 13:31:00,Facebook,Lightning incident reported near Kollam. Please avoid open areas.,Citizen,Help Request,Kerala,Kollam,Kollam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7111
IND_SOCIAL_00827,2026-04-02 23:18:00,Facebook,Lightning activity reported around Jorhat. Residents are advised to stay indoors.,Citizen,Help Request,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4622
IND_SOCIAL_00828,2026-05-30 09:35:00,WhatsApp,Strong cyclone conditions reported in Kurnool. People are requesting emergency shelter.,Local Reporter,Distress Call,Andhra Pradesh,Kurnool,Kurnool,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3150
IND_SOCIAL_00829,2026-06-12 07:16:00,Instagram,Severe lightning reported in Thanjavur. Emergency assistance may be required.,Volunteer,Help Request,Tamil Nadu,Thanjavur,Thanjavur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9570
IND_SOCIAL_00830,2026-06-06 07:28:00,X,Buildings have been affected by an earthquake in Cuttack. Rescue teams are needed.,Citizen,Help Request,Odisha,Cuttack,Cuttack,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3332
IND_SOCIAL_00831,2026-05-07 02:13:00,Facebook,Several areas around Guntur are affected by heavy rain.,Resident,Distress Call,Andhra Pradesh,Guntur,Guntur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2830
IND_SOCIAL_00832,2026-01-07 07:16:00,WhatsApp,Tsunami warning situation reported near Kochi. Residents should move to safer areas.,Citizen,Help Request,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9412
IND_SOCIAL_00833,2026-02-25 05:54:00,X,Tsunami warning situation reported near Ahmedabad. Residents should move to safer areas.,Volunteer,Distress Call,Gujarat,Ahmedabad,Ahmedabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1168
IND_SOCIAL_00834,2026-01-06 15:50:00,Telegram,Residents near Kochi are reporting a major landslide. Please send emergency teams.,Resident,Help Request,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2487
IND_SOCIAL_00835,2026-04-22 22:02:00,Instagram,Lightning incident reported near Mangaluru. Please avoid open areas.,Resident,Missing Person,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4962
IND_SOCIAL_00836,2026-05-11 15:25:00,X,Heavy winds and rain affecting Kolhapur. Please avoid travelling and stay indoors.,Community Group,Distress Call,Maharashtra,Kolhapur,Kolhapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4138
IND_SOCIAL_00837,2026-03-09 01:06:00,X,Residents near Warangal are requesting emergency assistance. Roads are under water.,Resident,Missing Person,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4033
IND_SOCIAL_00838,2026-04-04 22:47:00,Instagram,Heavy rain is causing waterlogging in Guwahati. Residents need emergency assistance.,Local Reporter,Safety Update,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4728
IND_SOCIAL_00839,2026-01-26 01:48:00,X,Lightning incident reported near Kolkata. Please avoid open areas.,Local Reporter,Distress Call,West Bengal,Kolkata,Kolkata,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9123
IND_SOCIAL_00840,2026-03-12 09:08:00,X,Puri is severely flooded after continuous rainfall. People are trapped and need immediate rescue.,Volunteer,Safety Update,Odisha,Puri,Puri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5646
IND_SOCIAL_00841,2026-06-29 15:21:00,Facebook,Coastal residents near Silchar are requesting emergency support.,Community Group,Safety Update,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8011
IND_SOCIAL_00842,2026-03-31 20:02:00,Instagram,Tsunami-related emergency reported near Visakhapatnam. Evacuation assistance may be required.,Resident,Distress Call,Andhra Pradesh,Visakhapatnam,Visakhapatnam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2723
IND_SOCIAL_00843,2026-05-07 20:39:00,X,"Several families in Durgapur need food, water and shelter.",Resident,Safety Update,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2666
